"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"1107","I",0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,-1
"1108","I",0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,-1
"1109","M",0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,-1
"1110","I",0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,-1
"1111","I",0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,-1
"1112","I",0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,-1
"1113","I",0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,-1
"1114","I",0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,-1
"1115","M",0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,-1
"1116","I",0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,-1
"1117","I",0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,-1
"1118","I",0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,-1
"1119","M",0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,-1
"1120","I",0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,-1
"1121","F",0.545,0.445,0.15,0.8,0.3535,0.163,0.207,-1
"1122","F",0.55,0.405,0.125,0.651,0.2965,0.137,0.2,-1
"1123","M",0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,-1
"1124","I",0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,-1
"1125","M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255,-1
"1126","I",0.555,0.43,0.14,0.7665,0.341,0.165,0.23,-1
"1127","I",0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,-1
"1128","I",0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,-1
"1129","I",0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,-1
"1130","I",0.56,0.455,0.145,0.974,0.547,0.1615,0.235,-1
"1131","F",0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,-1
"1132","M",0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,-1
"1133","F",0.575,0.48,0.165,1.078,0.511,0.2095,0.306,-1
"1134","M",0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,-1
"1135","I",0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,-1
"1136","F",0.605,0.475,0.175,1.076,0.463,0.2195,0.335,-1
"1137","I",0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,-1
"1138","M",0.615,0.48,0.175,1.118,0.446,0.3195,0.3,-1
"1139","M",0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,-1
"1140","F",0.625,0.515,0.16,1.264,0.5715,0.326,0.321,-1
"1141","F",0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,-1
"1142","F",0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,-1
"1143","F",0.635,0.495,0.175,1.211,0.707,0.2725,0.323,-1
"1144","M",0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,-1
"1145","M",0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,-1
"1146","F",0.745,0.57,0.215,2.25,1.1565,0.446,0.558,-1
"1147","M",0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,-1
"1148","I",0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,-1
"1149","I",0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,-1
"1150","M",0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,-1
"1151","F",0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,-1
"1152","I",0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,-1
"1153","F",0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,-1
"1154","M",0.55,0.425,0.16,0.793,0.343,0.2035,0.215,-1
"1155","F",0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,-1
"1156","M",0.575,0.465,0.15,1.08,0.595,0.2065,0.238,-1
"1157","F",0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,-1
"1158","M",0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,-1
"1159","F",0.605,0.485,0.16,1.201,0.417,0.2875,0.38,-1
"1160","F",0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,-1
"1161","M",0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,-1
"1162","M",0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,-1
"1163","F",0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,-1
"1164","F",0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,-1
"1165","I",0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,-1
"1166","I",0.48,0.37,0.125,0.474,0.179,0.1035,0.175,-1
"1167","I",0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,-1
"1168","I",0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,-1
"1169","I",0.525,0.39,0.12,0.664,0.3115,0.147,0.178,-1
"1170","M",0.525,0.4,0.155,0.707,0.282,0.1605,0.225,-1
"1171","I",0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,-1
"1172","I",0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,-1
"1173","I",0.54,0.425,0.14,0.742,0.32,0.1395,0.25,-1
"1174","I",0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,-1
"1175","I",0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,-1
"1176","I",0.55,0.425,0.15,0.639,0.269,0.1345,0.217,-1
"1177","I",0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,-1
"1178","I",0.565,0.42,0.155,0.743,0.31,0.186,0.231,-1
"1179","F",0.565,0.44,0.15,0.863,0.435,0.149,0.27,-1
"1180","M",0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,-1
"1181","M",0.57,0.45,0.14,0.795,0.3385,0.148,0.245,-1
"1182","I",0.57,0.435,0.17,0.848,0.4,0.166,0.25,-1
"1183","I",0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,-1
"1184","I",0.575,0.45,0.125,0.78,0.3275,0.188,0.235,-1
"1185","I",0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,-1
"1186","M",0.575,0.445,0.16,0.839,0.4005,0.198,0.239,-1
"1187","I",0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,-1
"1188","F",0.6,0.475,0.15,1.13,0.575,0.196,0.305,-1
"1189","M",0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,-1
"1190","M",0.6,0.47,0.165,1.059,0.504,0.241,0.275,-1
"1191","F",0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,-1
"1192","I",0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,-1
"1193","F",0.605,0.47,0.155,0.974,0.393,0.224,0.3345,-1
"1194","M",0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,-1
"1195","I",0.61,0.465,0.125,0.9225,0.436,0.19,0.26,-1
"1196","M",0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,-1
"1197","M",0.615,0.475,0.175,1.224,0.6035,0.261,0.311,-1
"1198","I",0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,-1
"1199","F",0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,-1
"1200","I",0.625,0.485,0.15,1.044,0.438,0.2865,0.278,-1
"1201","M",0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,-1
"1202","F",0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,-1
"1203","M",0.645,0.51,0.19,1.4745,0.605,0.345,0.48,-1
"1204","M",0.645,0.51,0.16,1.33,0.6665,0.309,0.317,-1
"1205","M",0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,-1
"1206","F",0.65,0.495,0.155,1.337,0.615,0.3195,0.335,-1
"1207","M",0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,-1
"1208","F",0.655,0.51,0.15,1.043,0.4795,0.223,0.305,-1
"1209","M",0.66,0.5,0.165,1.3195,0.667,0.269,0.341,-1
"1210","M",0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,-1
"1211","M",0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,-1
"1212","I",0.485,0.345,0.16,0.869,0.3085,0.185,0.319,-1
"1213","M",0.5,0.37,0.15,1.0615,0.494,0.223,0.296,-1
"1214","M",0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,-1
"1215","F",0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,-1
"1216","M",0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,-1
"1217","M",0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,-1
"1218","M",0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,-1
"1219","M",0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,-1
"1220","M",0.645,0.5,0.16,1.3815,0.672,0.326,0.315,-1
"1221","F",0.655,0.52,0.2,1.5475,0.713,0.314,0.466,-1
"1222","F",0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,-1
"1223","F",0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,-1
"1224","I",0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,-1
"1225","I",0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,-1
"1226","I",0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,-1
"1227","I",0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,-1
"1228","I",0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,-1
"1229","I",0.525,0.4,0.145,0.6095,0.248,0.159,0.175,-1
"1230","I",0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,-1
"1231","I",0.53,0.395,0.13,0.575,0.247,0.115,0.183,-1
"1232","I",0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,-1
"1233","I",0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,-1
"1234","F",0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,-1
"1235","I",0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,-1
"1236","I",0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,-1
"1237","I",0.555,0.45,0.175,0.738,0.304,0.1755,0.22,-1
"1238","M",0.555,0.455,0.135,0.837,0.382,0.171,0.235,-1
"1239","I",0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,-1
"1240","M",0.565,0.45,0.16,0.895,0.415,0.195,0.246,-1
"1241","M",0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,-1
"1242","F",0.57,0.44,0.12,0.803,0.382,0.1525,0.234,-1
"1243","M",0.575,0.45,0.13,0.785,0.318,0.193,0.2265,-1
"1244","M",0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,-1
"1245","F",0.575,0.465,0.175,1.099,0.4735,0.202,0.35,-1
"1246","F",0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,-1
"1247","M",0.575,0.475,0.145,0.857,0.3665,0.173,0.269,-1
"1248","F",0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,-1
"1249","M",0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,-1
"1250","M",0.62,0.49,0.15,1.195,0.4605,0.302,0.355,-1
"1251","M",0.62,0.47,0.15,1.309,0.587,0.4405,0.325,-1
"1252","M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,-1
"1253","M",0.63,0.49,0.155,1.2525,0.63,0.246,0.289,-1
"1254","M",0.655,0.52,0.17,1.1445,0.53,0.223,0.348,-1
"1255","I",0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,-1
"1256","M",0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,-1
"1257","I",0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,-1
"1258","M",0.515,0.4,0.14,0.6335,0.288,0.145,0.168,-1
"1259","M",0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,-1
"1260","F",0.53,0.43,0.15,0.741,0.325,0.1855,0.196,-1
"1261","F",0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,-1
"1262","F",0.56,0.41,0.16,0.8215,0.342,0.184,0.253,-1
"1263","M",0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,-1
"1264","M",0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,-1
"1265","M",0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,-1
"1266","I",0.44,0.305,0.115,0.379,0.162,0.091,0.11,-1
"1267","I",0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,-1
"1268","M",0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,-1
"1269","F",0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,-1
"1270","F",0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,-1
"1271","M",0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,-1
"1272","F",0.565,0.44,0.135,0.83,0.393,0.1735,0.238,-1
"1273","M",0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,-1
"1274","M",0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,-1
"1275","I",0.41,0.31,0.11,0.315,0.124,0.082,0.095,-1
"1276","M",0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,-1
"1277","I",0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,-1
"1278","I",0.455,0.37,0.125,0.433,0.201,0.1265,0.145,-1
"1279","I",0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,-1
"1280","M",0.585,0.455,0.14,0.97,0.462,0.185,0.295,-1
"1281","M",0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,-1
"1282","F",0.56,0.425,0.125,0.932,0.361,0.213,0.335,-1
"1283","I",0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,-1
"1284","M",0.455,0.35,0.105,0.401,0.1575,0.083,0.135,-1
"1285","F",0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,-1
"1286","F",0.61,0.45,0.16,1.136,0.414,0.311,0.3,-1
"1287","F",0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,-1
"1288","F",0.55,0.425,0.145,0.797,0.297,0.15,0.265,-1
"1289","F",0.505,0.4,0.165,0.729,0.2675,0.155,0.25,-1
"1290","F",0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,-1
"1291","M",0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,-1
"1292","F",0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,-1
"1293","M",0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,-1
"1294","M",0.44,0.375,0.13,0.487,0.226,0.0965,0.155,-1
"1295","I",0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,-1
"1296","I",0.42,0.33,0.1,0.352,0.1635,0.089,0.1,-1
"1297","F",0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,-1
"1298","F",0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,-1
"1299","M",0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,-1
"1300","I",0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,-1
"1301","F",0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,-1
"1302","I",0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,-1
"1303","I",0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,-1
"1304","M",0.34,0.255,0.095,0.213,0.081,0.034,0.07,-1
"1305","I",0.335,0.24,0.095,0.17,0.062,0.039,0.055,-1
"1306","F",0.345,0.255,0.1,0.197,0.071,0.051,0.06,-1
"1307","M",0.475,0.355,0.125,0.4625,0.186,0.107,0.145,-1
"1308","M",0.5,0.355,0.14,0.528,0.2125,0.149,0.14,-1
"1309","F",0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,-1
"1310","M",0.395,0.305,0.105,0.282,0.0975,0.065,0.096,-1
"1311","M",0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,-1
"1312","M",0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,-1
"1313","F",0.33,0.26,0.08,0.2,0.0625,0.05,0.07,-1
"1314","M",0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,-1
"1315","F",0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,-1
"1316","M",0.59,0.455,0.16,1.09,0.5,0.2215,0.292,-1
"1317","M",0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,-1
"1318","F",0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,-1
"1319","F",0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,-1
"1320","F",0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,-1
"1321","M",0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,-1
"1322","M",0.515,0.395,0.12,0.646,0.285,0.1365,0.172,-1
"1323","M",0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,-1
"1324","F",0.57,0.445,0.15,0.995,0.504,0.185,0.2505,-1
"1325","F",0.595,0.47,0.155,1.1775,0.542,0.269,0.31,-1
"1326","F",0.595,0.465,0.15,1.0765,0.491,0.22,0.287,-1
"1327","M",0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,-1
"1328","F",0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,-1
"1329","F",0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,-1
"1330","F",0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,-1
"1331","M",0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,-1
"1332","F",0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,-1
"1333","M",0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,-1
"1334","M",0.5,0.38,0.12,0.5765,0.273,0.135,0.145,-1
"1335","I",0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,-1
"1336","I",0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,-1
"1337","F",0.545,0.43,0.14,0.832,0.4355,0.17,0.201,-1
"1338","F",0.57,0.45,0.18,0.908,0.4015,0.217,0.255,-1
"1339","M",0.57,0.45,0.135,1.02,0.546,0.204,0.25,-1
"1340","F",0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,-1
"1341","M",0.59,0.46,0.14,1.004,0.496,0.2165,0.26,-1
"1342","M",0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,-1
"1343","F",0.615,0.475,0.17,1.055,0.543,0.246,0.2345,-1
"1344","F",0.615,0.47,0.155,1.084,0.5885,0.209,0.246,-1
"1345","M",0.62,0.49,0.155,1.1,0.505,0.2475,0.31,-1
"1346","M",0.645,0.515,0.16,1.1845,0.506,0.311,0.335,-1
"1347","M",0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,-1
"1348","F",0.645,0.52,0.18,1.285,0.5775,0.352,0.317,-1
"1349","M",0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,-1
"1350","M",0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,-1
"1351","F",0.65,0.49,0.155,1.122,0.545,0.228,0.3055,-1
"1352","F",0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,-1
"1353","M",0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,-1
"1354","I",0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,-1
"1355","I",0.505,0.385,0.125,0.596,0.245,0.097,0.21,-1
"1356","I",0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,-1
"1357","F",0.515,0.395,0.135,0.516,0.2015,0.132,0.162,-1
"1358","I",0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,-1
"1359","I",0.55,0.42,0.155,0.912,0.495,0.1805,0.205,-1
"1360","I",0.55,0.465,0.15,0.936,0.481,0.174,0.2435,-1
"1361","F",0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,-1
"1362","F",0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,-1
"1363","I",0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,-1
"1364","M",0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,-1
"1365","M",0.6,0.45,0.145,0.877,0.4325,0.155,0.24,-1
"1366","M",0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,-1
"1367","F",0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,-1
"1368","M",0.65,0.52,0.155,1.368,0.6185,0.288,0.365,-1
"1369","F",0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,-1
"1370","F",0.675,0.525,0.17,1.711,0.8365,0.352,0.475,-1
"1371","F",0.705,0.54,0.205,1.757,0.8265,0.417,0.461,-1
"1372","M",0.725,0.57,0.19,2.3305,1.253,0.541,0.52,-1
"1373","M",0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,-1
"1374","M",0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,-1
"1375","F",0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,-1
"1376","F",0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,-1
"1377","F",0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,-1
"1378","M",0.58,0.445,0.16,0.984,0.49,0.201,0.27,-1
"1379","M",0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,-1
"1380","M",0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,-1
"1381","M",0.595,0.435,0.16,1.057,0.4255,0.224,0.31,-1
"1382","M",0.6,0.475,0.175,1.11,0.5105,0.256,0.285,-1
"1383","F",0.625,0.485,0.16,1.254,0.591,0.259,0.3485,-1
"1384","F",0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,-1
"1385","I",0.46,0.36,0.14,0.447,0.161,0.087,0.16,-1
"1386","I",0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,-1
"1387","I",0.51,0.4,0.145,0.5775,0.231,0.143,0.177,-1
"1388","F",0.55,0.435,0.14,0.745,0.347,0.174,0.2265,-1
"1389","I",0.56,0.435,0.13,0.777,0.354,0.173,0.222,-1
"1390","F",0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,-1
"1391","F",0.58,0.45,0.15,0.92,0.393,0.212,0.2895,-1
"1392","I",0.585,0.45,0.135,0.855,0.3795,0.187,0.26,-1
"1393","M",0.59,0.5,0.15,1.142,0.485,0.265,0.345,-1
"1394","I",0.59,0.46,0.125,0.755,0.334,0.15,0.238,-1
"1395","I",0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,-1
"1396","F",0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,-1
"1397","M",0.605,0.49,0.18,1.167,0.457,0.29,0.3745,-1
"1398","F",0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,-1
"1399","F",0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,-1
"1400","M",0.63,0.53,0.18,1.2795,0.618,0.256,0.315,-1
"1401","I",0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,-1
"1402","M",0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,-1
"1403","M",0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,-1
"1404","F",0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,-1
"1405","M",0.61,0.475,0.175,1.024,0.409,0.261,0.322,-1
"1406","M",0.61,0.485,0.17,1.281,0.597,0.3035,0.33,-1
"1407","F",0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,-1
"1408","F",0.635,0.51,0.17,1.2235,0.532,0.271,0.354,-1
"1409","I",0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,-1
"1410","I",0.475,0.375,0.11,0.456,0.182,0.099,0.16,-1
"1411","M",0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,-1
"1412","I",0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,-1
"1413","M",0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,-1
"1414","I",0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,-1
"1415","M",0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,-1
"1416","M",0.59,0.405,0.15,0.853,0.326,0.2615,0.245,-1
"1417","M",0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,-1
"1418","F",0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,-1
"1419","F",0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,-1
"1420","M",0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,-1
"1421","F",0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,-1
"1422","M",0.525,0.4,0.13,0.622,0.2655,0.147,0.184,-1
"1423","M",0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,-1
"1424","F",0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,-1
"1425","M",0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,-1
"1426","F",0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,-1
"1427","M",0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,-1
"1428","F",0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,-1
"1429","F",0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,-1
"1430","M",0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,-1
"1431","M",0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,-1
"1432","M",0.505,0.395,0.125,0.635,0.29,0.1555,0.175,-1
"1433","F",0.43,0.35,0.09,0.397,0.1575,0.089,0.12,-1
"1434","M",0.55,0.435,0.11,0.806,0.3415,0.203,0.215,-1
"1435","F",0.55,0.44,0.125,0.765,0.33,0.2125,0.245,-1
"1436","F",0.545,0.41,0.115,0.6765,0.29,0.158,0.22,-1
"1437","M",0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,-1
"1438","F",0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,-1
"1439","M",0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,-1
"1440","I",0.32,0.25,0.08,0.1565,0.057,0.034,0.06,-1
"1441","M",0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,-1
"1442","I",0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,-1
"1443","I",0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,-1
"1444","F",0.435,0.35,0.125,0.459,0.197,0.1145,0.145,-1
"1445","M",0.53,0.405,0.13,0.738,0.2845,0.17,0.193,-1
"1446","F",0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,-1
"1447","I",0.485,0.355,0.12,0.5085,0.21,0.122,0.135,-1
"1448","M",0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,-1
"1449","M",0.41,0.315,0.095,0.306,0.121,0.0735,0.09,-1
"1450","M",0.41,0.3,0.1,0.301,0.124,0.069,0.09,-1
"1451","I",0.35,0.265,0.11,0.209,0.066,0.059,0.075,-1
"1452","M",0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,-1
"1453","F",0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,-1
"1454","M",0.58,0.46,0.15,1.0165,0.491,0.221,0.265,-1
"1455","F",0.49,0.4,0.115,0.569,0.256,0.1325,0.145,-1
"1456","M",0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,-1
"1457","M",0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,-1
"1458","F",0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,-1
"1459","F",0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,-1
"1460","F",0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,-1
"1461","F",0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,-1
"1462","M",0.625,0.47,0.175,1.179,0.605,0.258,0.271,-1
"1463","F",0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,-1
"1464","M",0.65,0.505,0.18,1.469,0.7115,0.3335,0.38,-1
"1465","F",0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,-1
